transaction_id,amount,merchant_type,device_type,label
908,41.83,clothing,tablet,0
909,30.03,groceries,mobile,0
910,47.75,clothing,mobile,0
911,89.23,others,desktop,0
912,31.21,electronics,mobile,0
913,97.86,groceries,desktop,0
914,52.66,electronics,desktop,0
915,80.31,groceries,mobile,0
916,57.29,others,tablet,0
917,34.88,electronics,mobile,0
918,296.53,travel,mobile,0
919,144.23,groceries,desktop,0
920,15.1,travel,mobile,0
921,202.85,electronics,desktop,0
922,66.83,travel,tablet,0
923,224.95,travel,tablet,0
924,160.87,electronics,tablet,0
925,55.38,others,mobile,1
926,2.27,travel,desktop,0
927,31.29,travel,tablet,0
928,78.01,others,desktop,0
929,100.37,travel,desktop,0
930,29.83,travel,tablet,0
931,15.01,travel,tablet,0
932,180.14,clothing,desktop,1
933,416.06,others,tablet,0
934,74.59,travel,desktop,0
935,18.84,others,desktop,1
936,31.79,groceries,tablet,0
937,1.86,groceries,mobile,0
938,245.69,travel,tablet,0
939,12.53,others,mobile,0
940,85.92,others,desktop,0
941,32.03,others,desktop,0
942,80.78,clothing,mobile,0
943,105.39,groceries,desktop,0
944,177.04,others,mobile,0
945,23.12,others,mobile,0
946,1.11,clothing,desktop,0
947,14.72,clothing,mobile,0
948,230.28,others,tablet,0
949,207.06,electronics,tablet,0
950,90.98,others,desktop,0
951,91.76,others,desktop,0
952,109.37,clothing,mobile,0
953,19.28,clothing,mobile,0
954,245.82,others,mobile,0
955,54.26,others,mobile,0
956,48.31,others,tablet,0
957,73.17,clothing,tablet,0
958,4.81,others,desktop,0
959,18.19,others,mobile,0
960,133.95,travel,mobile,0
961,8.64,electronics,desktop,0
962,92.42,groceries,mobile,0
963,28.15,electronics,mobile,0
964,49.31,travel,mobile,0
965,34.07,groceries,mobile,0
966,43.95,others,mobile,0
967,126.96,travel,desktop,0
968,35.26,others,mobile,0
969,83.56,clothing,desktop,0
970,64.64,travel,mobile,0
971,108.97,clothing,tablet,1
972,276.19,travel,tablet,0
973,131.89,travel,tablet,0
974,24.2,clothing,tablet,0
975,3.17,groceries,desktop,0
976,30.42,electronics,desktop,0
977,90.41,others,mobile,0
978,5.28,travel,tablet,0
979,68.59,others,desktop,0
980,90.84,clothing,mobile,0
981,40.68,others,mobile,0
982,147.36,clothing,desktop,0
983,11.27,others,tablet,0
984,7.81,electronics,mobile,0
985,130.26,electronics,tablet,0
986,68.42,electronics,tablet,0
987,116.6,electronics,tablet,0
988,57.06,electronics,mobile,0
989,28.29,electronics,tablet,0
990,170.98,clothing,mobile,0
991,160.65,travel,tablet,1
992,118.64,others,mobile,0
993,31.77,electronics,tablet,0
994,89.22,clothing,desktop,1
995,44.78,clothing,tablet,0
996,9.61,clothing,tablet,0
997,249.27,travel,mobile,0
998,14.71,others,mobile,0
999,300.05,travel,tablet,0
1000,59.06,groceries,desktop,0
